epoch,train_accuracy,val_accuracy,train_loss
1,0.409058231488138,0.42362525458248473,1.9621513811024753
2,0.611430625449317,0.6028513238289206,1.448027415709062
3,0.7113587347232208,0.6965376782077393,1.1405075951056047
4,0.7508986340762042,0.7433808553971487,0.9715001745657488
5,0.7774982027318476,0.7739307535641547,0.8481338322162628
6,0.784687275341481,0.7841140529531568,0.7586174390532754
7,0.798705966930266,0.7942973523421588,0.7028035358949141
8,0.8069734004313444,0.7963340122199593,0.6595322489738464
9,0.8102084831056794,0.7983706720977597,0.6217702329158783
10,0.8156002875629044,0.8085539714867617,0.6004485975612294
11,0.8188353702372394,0.8167006109979633,0.5869143808429892
12,0.8249460819554277,0.8207739307535642,0.5730354975570332
13,0.8285406182602444,0.8228105906313645,0.5620395920493386
14,0.8274622573687994,0.8309572301425662,0.5387988198887218
15,0.8314162473040978,0.8370672097759674,0.5279049290852114
16,0.8335729690869877,0.8370672097759674,0.5254082882946188
17,0.8382458662832495,0.835030549898167,0.5148861042477868
18,0.8378864126527678,0.8411405295315683,0.5019506378607317
19,0.8400431344356578,0.835030549898167,0.4864132878455249
20,0.8432782171099928,0.8329938900203666,0.5002936341545798
21,0.8457943925233645,0.8370672097759674,0.49295347793535754
22,0.8461538461538461,0.8391038696537678,0.4817493896592747
23,0.8475916606757729,0.835030549898167,0.46686011959205975
24,0.8511861969805895,0.8411405295315683,0.4707316972992637
25,0.8526240115025162,0.8411405295315683,0.4682804129340432
26,0.8533429187634796,0.8411405295315683,0.4601252783428539
27,0.8547807332854062,0.8411405295315683,0.4515526823022149
28,0.8537023723939612,0.8492871690427699,0.4502499469301917
29,0.8558590941768511,0.8472505091649695,0.44454326683824713
30,0.8576563623292596,0.845213849287169,0.4439877976070751
31,0.8612508986340762,0.8472505091649695,0.43388529257340863
32,0.8630481667864845,0.8513238289205702,0.4337505779483102
33,0.8662832494608196,0.8553971486761711,0.43229450420899823
34,0.8659237958303379,0.8553971486761711,0.4281777929175984
35,0.8655643421998562,0.8533604887983707,0.4369809045033021
36,0.8695183321351546,0.8533604887983707,0.430264486507936
37,0.8713156002875629,0.8553971486761711,0.40995839509097015
38,0.8713156002875629,0.8594704684317719,0.40614767508073285
39,0.8749101365923796,0.8533604887983707,0.40769324519417505
40,0.875629043853343,0.8553971486761711,0.4031042741103606
41,0.8777857656362329,0.8533604887983707,0.41051794588565826
42,0.8803019410496046,0.8513238289205702,0.4070686860518022
43,0.8785046728971962,0.8594704684317719,0.3994268531149084
44,0.8763479511143063,0.8635437881873728,0.3980187313123183
45,0.8810208483105679,0.8655804480651731,0.4065320600162853
46,0.8813803019410497,0.8574338085539714,0.3923982192169536
47,0.8824586628324946,0.8615071283095723,0.3999011638489636
48,0.884255930984903,0.8615071283095723,0.3876029225912961
49,0.8853342918763479,0.8594704684317719,0.38744195212017407
50,0.8882099209202013,0.8594704684317719,0.38455023006959393
51,0.8867721063982746,0.8574338085539714,0.3848977806893262
52,0.8900071890726097,0.8574338085539714,0.39197454804723914
53,0.8896477354421279,0.8594704684317719,0.3735276081345298
54,0.8900071890726097,0.8574338085539714,0.38053839044137433
55,0.8910855499640546,0.8574338085539714,0.3678350218317725
56,0.8943206326383897,0.8635437881873728,0.3661492588845166
57,0.8946800862688713,0.8655804480651731,0.3625084947456013
58,0.8957584471603163,0.8615071283095723,0.3634399433027614
59,0.895039539899353,0.8594704684317719,0.3617290217768062
60,0.8975557153127247,0.8574338085539714,0.35132375765930524
61,0.898274622573688,0.8615071283095723,0.3531823591752486
62,0.8986340762041697,0.8615071283095723,0.34737555276263843
63,0.8997124370956147,0.8594704684317719,0.34710941125046124
64,0.9000718907260963,0.8615071283095723,0.34481563893231476
65,0.900431344356578,0.8635437881873728,0.361640292135152
66,0.9007907979870596,0.8635437881873728,0.3616109476848082
67,0.9022286125089863,0.8574338085539714,0.33831577544862573
68,0.9022286125089863,0.8574338085539714,0.34888889301906933
69,0.9029475197699497,0.8594704684317719,0.34581317888064816
70,0.904744787922358,0.8655804480651731,0.33903384750539606
